;APCE2G_APCE3D;APCE3G_APCE4D;APCE4G_APCE5D;APCE5G_APCE6D;APCE6G_APCE7D;APCE7G_APCE8D;APCE8G_APCE9D;APCE9G_APCE10D;APCE10G_APCE11D;APCE11G_APCE12D;APCE12G_APCE13D;APCE13G_APCE14D;APCE14G_APCE15D;APCE15G_APCE16D;MLH1E2G_MLH1E3D;MLH1E3G_MLH1E4D;MLH1E4G_MLH1E5D;MLH1E5G_MLH1E6D;MLH1E6G_MLH1E7D;MLH1E7G_MLH1E8D;MLH1E8G_MLH1E9D;MLH1E9G_MLH1E10D;MLH1E10G_MLH1E11D;MLH1E11G_MLH1E12D;MLH1E12G_MLH1E13D;MLH1E13G_MLH1E14D;MLH1E14G_MLH1E15D;MLH1E15G_MLH1E16D;MLH1E16G_MLH1E17D;MLH1E17G_MLH1E18D;MLH1E18G_MLH1E19D;MSH2E2G_MSH2E3D;MSH2E3G_MSH2E4D;MSH2E4G_MSH2E5D;MSH2E5G_MSH2E6D;MSH2E6G_MSH2E7D;MSH2E7G_MSH2E8D;MSH2E8G_MSH2E9D;MSH2E9G_MSH2E10D;MSH2E10G_MSH2E11D;MSH2E11G_MSH2E12D;MSH2E12G_MSH2E13D;MSH2E13G_MSH2E14D;MSH2E14G_MSH2E15D;MSH2E15G_MSH2E16D;MSH2E17G_MSH2E18D;MSH6E2G_MSH6E3D;MSH6E3G_MSH6E4D;MSH6E4G_MSH6E5D;MSH6E5G_MSH6E6D;MSH6E6G_MSH6E7D;MSH6E7G_MSH6E8D;MSH6E8G_MSH6E9D;MSH6E9G_MSH6E10D;MUTYHE2G_MUTYHE3D;MUTYHE3G_MUTYHE4D;MUTYHE4G_MUTYHE5D;MUTYHE5G_MUTYHE6D;MUTYHE6G_MUTYHE7D;MUTYHE7G_MUTYHE8D;MUTYHE8G_MUTYHE9D;MUTYHE9G_MUTYHE10D;MUTYHE10G_MUTYHE11D;MUTYHE11G_MUTYHE12D;MUTYHE12G_MUTYHE13D;MUTYHE13G_MUTYHE14D;MUTYHE14G_MUTYHE15D;MUTYHE15G_MUTYHE16D;PTENE2G_PTENE3D;PTENE3G_PTENE4D;PTENE4G_PTENE5D;PTENE5G_PTENE6D;PTENE6G_PTENE7D;PTENE7G_PTENE8D;PTENE8G_PTENE9D;SMAD4E2G_SMAD4E3D;SMAD4E3G_SMAD4E4D;SMAD4E4G_SMAD4E5D;SMAD4E5G_SMAD4E6D;SMAD4E6G_SMAD4E7D;SMAD4E7G_SMAD4E8D;SMAD4E8G_SMAD4E9D;SMAD4E9G_SMAD4E10D;SMAD4E10G_SMAD4E11D;SMAD4E11G_SMAD4E12D;STK11E2G_STK11E3D;STK11E3G_STK11E4D;STK11E4G_STK11E5D;STK11E5G_STK11E6D;STK11E6G_STK11E7D;STK11E7G_STK11E8D;STK11E8G_STK11E9D;STK11E9G_STK11E10D;TP53E2G_TP53E3D;TP53E3G_TP53E4D;TP53E4G_TP53E5D;TP53E5G_TP53E6D;TP53E6G_TP53E7D;TP53E7G_TP53E8D;TP53E8G_TP53E9D;TP53E9G_TP53E10D;TP53E10G_TP53E11D
4008_Ok_Cocar;13658;31752;43888;17798;63187;55972;51273;39452;38287;26170;39708;41968;31177;32809;12712;9807;15244;14554;9250;5249;14782;7112;8336;9535;18131;13092;5988;2864;6239;7008;8238;12543;15942;22299;18856;14045;10387;8400;11725;6897;7900;8065;9520;12077;5112;33;7193;11803;11376;15598;11245;10783;9839;6712;573;1550;1394;1143;1240;1372;525;326;360;501;897;1527;3296;2021;2039;6990;10683;23625;21410;22646;9475;88639;29966;22478;74263;113006;107689;85422;71115;46534;19390;25002;24406;5820;8773;14968;11234;5870;1234;10733;6242;3972;14816;11847;17897;21870;11073;9143
4009_Ok_Cocar;11020;26678;40210;17138;54521;55061;55651;40070;36887;28786;41976;37617;28716;35495;14599;10470;15675;16077;9464;4911;13987;7075;7471;9296;17284;13091;5908;3384;6183;7870;9860;9382;11768;21265;15161;10007;8403;6738;9790;5433;6688;6550;7724;10184;4471;50;6420;10858;11220;15862;10090;11383;11973;7939;639;1980;2130;1424;1623;2033;502;369;321;552;805;1648;3536;2512;1550;5341;8560;20711;18557;18078;8764;86671;26372;19541;52860;60462;56590;64926;64482;40884;17034;26490;33621;7880;7127;23124;15582;7388;1650;12097;6989;3928;16831;14914;19650;26761;11596;10310
4010_Ok_Cocar;10523;24095;36311;15745;50467;45909;43941;33306;31015;24955;36515;34548;26040;30311;13140;9448;13852;13461;8588;4629;13656;6037;6362;7886;16088;11457;5501;2849;6046;6993;8535;12600;17326;24699;19620;14567;10450;8927;13155;7698;8724;8764;10364;13929;6472;40;6113;10263;9940;14316;10454;11202;10412;7236;691;1540;1492;1094;1287;1248;404;332;276;327;621;1558;3357;2077;1113;3788;6066;15731;16759;11587;5883;75228;24546;18833;52000;56425;53267;60793;57481;40056;18149;20924;22528;4834;5669;14089;10796;4698;1187;9853;5759;3581;13610;12510;18449;23067;10553;9964
4011_Ok_Cocar;16279;38723;56419;24223;75486;71929;64765;49011;48161;37912;52821;53149;41395;47513;12829;9145;13965;13117;9242;4801;14636;6402;7118;7915;16147;12241;5323;2699;5563;6773;8199;8519;11178;15640;12459;10375;7070;5779;8915;4917;5882;5781;6428;9104;4007;21;6302;11825;10163;13324;9993;9706;9047;6093;527;1303;1163;923;912;1070;383;270;262;326;674;1206;3211;2413;2435;9072;12063;27994;26106;27110;12428;92044;30246;22207;67951;83200;74831;74847;64721;43069;17245;25185;24947;5428;7279;13853;9974;5002;1384;7940;5149;2907;11299;8990;12510;15308;7573;7438
4014_Ok_Cocar;13467;33410;49841;21410;59162;51919;45694;34079;34070;25523;36668;36335;26847;31300;13692;10248;15341;14570;9853;5763;15190;7471;8119;9377;18530;13716;5796;2631;6373;7329;8022;10873;13977;20106;15985;12959;8536;6629;9855;5617;6529;6463;7241;9371;4045;32;7297;12143;10713;14473;10799;10532;9046;5781;742;1614;1529;1146;1226;1348;608;382;393;471;516;1742;4173;2560;1824;6100;8422;17072;16619;16972;7487;93103;34143;26629;78463;97758;80285;75538;69293;48997;21253;26810;28173;6742;8175;15396;11341;5402;1473;10487;6036;3663;14089;12751;16994;20433;10198;9370
4015_Ok_Cocar;20771;49566;66281;32377;70844;63865;59610;46107;48821;35280;52156;56779;43213;49258;12484;9893;14564;14014;10789;6254;17084;9064;9642;9939;19070;14126;6650;3064;6496;7046;7425;10193;13585;18458;15462;13416;8907;7263;10111;6210;7126;6555;7461;9318;4161;35;8989;14017;11309;13059;10735;8500;7269;4661;673;1412;1204;980;972;1031;690;429;472;598;975;1747;3362;2416;2761;9781;12167;24350;23277;23923;10724;114431;42271;33803;90830;117333;98304;86486;77069;62716;26196;11482;11911;2807;4786;6999;5606;3079;696;10670;6322;5104;16955;13154;17420;20873;11077;10151
4018_Ok_Cocar;12056;26823;40007;18017;51391;45023;40647;29965;30757;21618;33472;33162;24588;28690;16167;12045;18481;17470;11623;6671;17155;9139;10163;11272;22054;15765;7872;3803;8062;9220;10125;14449;19229;27278;21952;17544;12273;10221;14746;8986;10006;9489;10991;13545;6337;39;9252;14668;11009;15901;12087;11611;10452;6773;1059;2312;2159;1637;1707;1781;580;437;465;587;909;2269;5883;4469;1108;3803;5014;10342;10314;10436;4671;94871;34364;24492;75565;89690;75478;77875;73286;54430;24815;20719;21107;4651;6054;12116;9531;4341;1309;13191;7618;4767;17399;15652;21746;26287;12585;11739
4019_Ok_Cocar;14631;34511;51841;19756;62329;55382;49179;36293;36391;27182;36641;35527;25277;30575;13909;10529;16281;15033;9378;5446;15827;8075;8175;9170;19266;14736;6764;3413;6862;8348;9549;13655;18500;24406;20138;14618;9877;7745;11839;6694;7502;7397;8546;11126;4603;33;6697;11301;9466;12928;9245;9322;9058;5305;896;2177;1951;1220;1218;1212;624;440;497;526;896;1723;3909;2439;1843;6355;7843;15959;15741;15994;6963;101966;36484;29161;82868;101470;88817;88176;78960;51693;22942;27741;28999;7015;9232;16131;13097;6560;1447;11260;7113;4478;16945;14973;20542;25202;12667;12373
4020_Ok_Cocar;8536;22587;35756;10683;48652;46166;42349;28000;24249;19268;29071;27477;18465;24817;12175;8876;14764;14078;7504;4354;11055;5467;6252;7424;16005;10945;4913;2214;5315;7075;8096;10510;12912;18847;14291;9009;6705;5031;7666;3548;4006;4636;5772;7906;3147;23;4359;9119;9348;13673;8370;10018;8872;5786;617;1994;1844;1173;1324;1640;811;480;502;621;877;1801;3146;1755;1217;3116;6226;14551;13247;11582;5333;79440;24563;17878;44563;59993;48506;59616;54584;34728;14813;31891;33030;7933;8534;22163;14631;8175;1311;11428;6041;2897;14747;12882;17869;22894;10416;8344
4022_Ok_Cocar;13249;31467;49484;20782;60669;54830;52901;35804;38033;29051;39759;35899;26720;31973;11756;8994;13338;13834;8658;4911;14478;7233;7415;9268;16380;12305;5297;3026;5875;6848;8295;6427;7980;12657;9368;6654;4506;3600;5661;3140;3368;3556;3817;4722;2228;28;5845;11026;9308;12011;8381;7970;7572;4173;724;1677;1472;1014;1070;1223;517;367;368;468;815;1626;3800;2555;2436;8284;11452;23002;21854;21238;9546;93094;33233;25602;76189;88038;80880;76643;71932;49116;21288;22053;25560;5972;7882;15213;11352;5648;1268;10907;7157;4744;18573;16029;20356;25744;12233;11636
4023_Ok_Cocar;13463;29384;42613;16584;60795;53538;49672;39504;37673;26537;40207;39991;31394;37322;11850;8424;14089;13279;8435;4821;13863;6672;6877;7341;16354;11640;5548;2829;5982;6844;8519;10291;14036;19502;16625;12104;8710;7254;10425;6718;6812;7351;8996;11501;5374;15;8372;16147;10539;15982;11682;10697;10480;6722;510;1437;1155;841;1040;1000;358;236;282;367;580;1482;3484;2362;1731;4524;7553;18863;20038;13279;6674;82028;29379;20414;61081;71199;67798;67163;62813;41270;19349;17651;19277;4179;5703;11933;9276;3959;1030;10939;2931;3073;11858;10660;14480;17844;7952;8481
4024_Ok_Cocar;14027;30487;44196;17169;57680;50810;46962;36250;34744;23979;35785;35479;27775;32919;16035;10598;18193;17045;10831;6311;18285;8764;9238;9830;22142;15276;7474;3729;7494;8648;10486;13698;19658;26381;22335;16405;10953;8954;12841;7796;8110;8506;10205;13460;5852;85;7376;14796;10759;14716;11651;10158;9492;5965;892;2348;1926;1127;1229;1481;614;421;533;664;926;2184;4883;3430;1917;5540;8074;16938;16570;15988;7177;112033;38502;29483;94615;121913;117637;94252;80889;49936;23031;28590;31492;7836;11124;18509;14506;6839;1612;13434;7893;5899;22182;18849;23362;28529;14071;14295
4025_Ok_Cocar;7460;18201;26352;9801;33901;32295;28532;21271;20867;16443;23158;23426;17079;20137;8569;6097;10183;10428;7212;3192;10738;4801;5255;6315;11712;9357;3762;1920;4279;4944;5801;9375;11661;17452;13572;9981;7174;5448;8098;4202;4928;5013;5985;8408;3726;29;3872;9021;7484;9248;6078;6084;5937;4077;402;1141;752;759;807;784;325;208;255;353;555;1111;2338;1504;479;1678;3144;8063;6965;5434;2629;62014;20922;15056;43554;62507;53956;48939;43183;30376;12062;11312;11204;3149;3843;6559;5149;2621;643;7244;4202;3465;11976;9995;13740;15917;8202;7428
4026_Ok_Cocar;7041;19198;28603;10158;33260;31926;27754;19303;17939;14184;21737;20857;14527;18605;5876;4199;7371;7308;4735;2080;7278;3474;4015;4823;8518;6663;2737;1656;3014;3707;4098;4679;5964;9042;7064;5020;3416;2530;3723;1837;2098;2329;2796;3653;1669;11;2844;6486;4956;6529;3801;3725;3721;2322;349;1009;713;625;689;768;313;204;225;303;501;1000;2094;1163;2031;7628;15443;35956;31408;24107;11128;53148;19946;13194;39490;56842;42302;43869;40524;25932;10479;15540;17041;4203;5421;9599;6850;3758;805;5914;3335;2564;10485;8583;11360;14709;6872;5808
4028_Ok_Cocar;5487;14598;23661;11763;24603;25615;22222;16178;18311;15051;18972;17198;12566;13360;8395;5747;8853;8608;6343;3194;8835;4164;5021;6427;11028;8726;3210;1702;4047;5078;5802;6214;7726;13409;8784;6947;4919;3508;5887;2647;3763;3233;3451;5011;2464;21;3314;7021;6141;8026;4921;4960;5030;3376;664;1502;1305;1188;1314;1549;626;285;317;462;782;1260;3072;1750;1575;7159;10429;24859;26234;17309;8777;57748;18217;12142;49672;59566;50130;45710;47502;28474;12421;15195;18530;5199;5236;9638;6169;3934;1042;6400;5399;3470;13506;9498;13458;17460;8909;7151
4029_Ok_Cocar;12209;29352;43772;18946;52733;51284;46962;35822;35621;24641;36221;33455;25281;28892;11642;8434;13082;13066;8427;4308;12830;6433;6746;8541;16572;12580;5461;2736;6159;7602;8807;11842;15436;22986;16996;12535;8743;6550;9727;5429;6484;5855;7128;9751;4512;24;5568;13716;10739;13731;8562;9046;9046;5739;743;2068;1820;1409;1485;1774;568;337;458;615;1060;2038;4150;2571;2072;8697;14242;34372;33418;22663;11581;93143;30905;22419;73636;90671;76445;76826;73236;47193;19807;23100;26592;7071;7723;14149;11336;5758;1413;11024;7414;5155;18165;15166;20625;26098;12834;12011
4030_Ok_Cocar;15089;34272;53884;25314;60857;57943;52992;39671;42243;33404;43578;40318;29649;32168;11542;8215;12812;12226;8075;4649;12873;5663;6361;7570;15095;11655;4906;2349;5560;6994;7910;9079;12342;18270;14228;11082;7344;5617;8505;4806;5768;5369;6227;8379;3476;52;5644;12135;9314;12176;8316;8395;8516;4998;706;1942;1651;1243;1296;1503;519;343;343;458;747;1811;4080;2515;40;181;238;555;565;401;220;100786;32810;24794;78025;85300;75055;77167;78030;52568;23147;22997;27909;6891;7393;14686;12029;5244;1590;8523;5820;4224;13875;11658;16097;19525;9507;9441
4031_Ok_Cocar;12156;31546;47452;17598;55490;52264;45036;33256;32974;24493;33812;32517;22570;27523;13164;9912;16515;16126;10174;5031;17969;9394;10375;12107;21591;16843;6791;3550;7494;9156;9789;11786;14733;20846;16775;12332;8200;6216;9064;4587;5484;5740;6716;8636;4067;51;5719;14363;12561;14042;8788;9196;8718;5161;1066;3177;2784;2458;2616;3200;1031;756;690;997;1406;2738;5490;3823;2300;8611;15554;34226;31326;22893;10828;93472;36118;26698;81696;140791;108623;90718;82567;54874;22366;31619;35687;10084;12936;20166;15237;8799;2133;15752;9355;6927;22342;18601;28420;35070;17503;15682
4034_Ok_Cocar;13053;35493;48710;14976;66289;61739;55829;41922;36251;29923;43709;46184;33077;42990;12785;8708;16412;16031;9493;4911;14815;7477;8233;10065;17630;14129;6512;3664;6771;8884;9171;16910;21078;31316;25346;17794;13458;9842;14834;6872;8276;9120;11238;15890;7577;52;5987;16042;12584;16702;10009;9934;9763;7105;628;1615;1466;1396;1368;1450;509;343;402;495;831;1867;4007;2899;1630;5902;13744;37179;31170;21725;11270;100388;36858;24276;63559;106128;80157;84681;74169;48657;19254;24515;24321;5998;7812;14900;10095;5630;1214;13763;6593;5115;20174;17754;25152;30056;14938;11895
4035_Ok_Cocar;7634;19623;27750;9898;38861;36698;32652;25882;23397;17638;27363;26220;21357;26141;7502;5126;9019;8482;5334;2692;8195;4117;4406;5292;9681;7351;3446;2024;3734;4884;5451;9117;11528;17717;13657;10093;7648;6284;9208;4837;5609;5858;7288;9941;5262;31;3471;5810;7370;9878;7018;6705;7014;4956;269;787;683;676;722;714;209;148;121;259;382;974;2374;1642;2050;7213;14775;39277;33678;27190;14349;50965;18194;12481;31928;42994;34379;43973;40600;27391;11190;10132;10672;2656;3001;6396;5015;2240;574;6768;3190;2372;7518;7439;10010;12104;5803;5307
4036_Ok_Cocar;60766;138095;208988;87600;302014;292079;280464;228773;199223;161699;230702;230828;177583;212102;70781;49226;79184;77584;48142;21557;80834;35411;39431;43755;85861;65975;31280;17714;33751;40490;46646;53590;70801;103867;82153;66232;48270;41077;53727;32548;36782;38959;48884;66703;31825;261;23500;68702;60893;80747;56335;57381;59949;42023;1726;5534;5030;4622;4667;5032;1300;820;1006;1460;2164;5452;11317;6294;6118;27408;51475;151958;137129;117598;57602;403906;130377;97001;230377;290293;241419;303407;251056;142417;56014;93279;84429;17696;23203;48989;30875;15934;4249;31926;16895;8803;42880;38357;58356;76171;37159;34573
